WordFormID	PlainText	PhoneticText	StemText	Occurences
782292	foundprincess	FNTPRNSS	foundprincess	1
782293	unbroke	UNBRK	unbrok	1
782294	scratches	SKRTXS	scratch	1
782295	condoling	KNTLNK	condol	1
782296	first-fruits	FRSTFRTS	firstfruit	1
782297	here-remain	HRRMN	hereremain	1
782298	bentii	BNT	bentii	1
782299	inexecrable	INKSKRBL	inexecr	1
782300	proditor	PRTTR	proditor	1
782301	reeks	RKS	reek	1
782302	lack-love	LKLF	lacklov	1
782303	horse-piss	HRSPS	horsepiss	1
782304	conspires	KNSPRS	conspir	1
782305	unminded	UNMNTT	unmind	1
782306	poultice	PLTS	poultic	1
782307	flow'rs	FLRS	flowr	1
782308	strivest	STRFST	strivest	1
782309	gyve	JF	gyve	1
782310	unprovident	UNPRFTNT	unprovid	1
782311	dew-dropping	TTRPNK	dewdrop	1
782312	hundred-pound	HNTRTPNT	hundredpound	1
782313	hews	HS	hew	1
782314	befit	BFT	befit	1
782315	falling-off	FLNKF	fallingoff	1
782316	convinces	KNFNSS	convinc	1
782317	exact'st	EKSKTST	exactst	1
782318	family's	FMLS	famili	1
782319	carduus	KRTS	carduu	1
782320	professest	PRFSST	professest	1
782321	ill-divining	ILTFNNK	illdivin	1
782322	watch-ords	WTXRTS	watchord	1
782323	innkeeper	INKPR	innkeep	1
782324	guest-justice	KSTJSTS	guestjustic	1
782325	portcullis'd	PRTKLST	portcullisd	1
782326	dispossess'd	TSPSST	dispossessd	1
782327	approached	APRXT	approach	1
782328	penitential	PNTNXL	penitenti	1
782329	savagely	SFJL	savag	1
782330	attains	ATNS	attain	1
782331	self-danger	SLFTNJR	selfdang	1
782332	endow	ENT	endow	1
782333	consigning	KNSKNNK	consign	1
782334	o'erhear	ORHR	oerhear	1
782335	menaphon	MNFN	menaphon	1
782336	ungor'd	UNKRT	ungord	1
782337	lac'd	LKT	lacd	1
782338	fowler	FLR	fowler	1
782339	blunt-witted	BLNTWTT	bluntwit	1
782340	squints	SKNTS	squint	1
782341	incessantly	INSSNTL	incessantli	1
782342	over-rode	OFRT	overrod	1
782343	est-il	ESTL	estil	1
782344	outgo	OTK	outgo	1
782345	waterfly	WTRFL	waterfli	1
782346	well-minded	WLMNTT	wellmind	1
782347	disprais'd	TSPRST	dispraisd	1
782348	warrant's	WRNTS	warrant	1
782349	twin-brother	TWNBR0R	twinbroth	1
782350	heart-wish'd	HRTWXT	heartwishd	1
782351	dearest-valued	TRSTFLT	dearestvalu	1
782352	fadings	FTNKS	fade	1
782353	crab's	KRBS	crab	1
782354	anticipating	ANTSPTNK	anticip	1
782355	humble-mouth'd	HMLM0T	humblemouthd	1
782356	vita	FT	vita	1
782357	unwitnessed	UNWTNST	unwit	1
782358	plash	PLX	plash	1
782359	starry	STR	starri	1
782360	unauspicious	UNSPSS	unauspici	1
782361	jole	JL	jole	1
782362	thrice-puissant	0RSPSNT	thricepuiss	1
782363	cognition	KKNXN	cognition	1
782364	earth-treading	ER0TRTNK	earthtread	1
782365	wisp	WSP	wisp	1
782366	one-trunk-inheriting	ONTRNKNHRTNK	onetrunkinherit	1
782367	concurring	KNKRNK	concur	1
782368	clangour	KLNKR	clangour	1
782369	arraigned	ARNT	arraign	1
782370	occupat	OKKPT	occupat	1
782371	goliases	KLSS	golias	1
782372	buttery-bar	BTRBR	butterybar	1
782373	droplets	TRPLTS	droplet	1
782374	embellished	EMLXT	embellish	1
782375	pavilions	PFLNS	pavilion	1
782376	o'er-dusted	ORTSTT	oerdust	1
782377	outsides	OTSTS	outsid	1
782378	devises	TFSS	devis	1
782379	intellects	INTLKTS	intellect	1
782380	rah	R	rah	1
782381	resembleth	RSML0	resembleth	1
782382	persecutor	PRSKTR	persecutor	1
782383	comedian	KMTN	comedian	1
782384	sciaticas	SXTKS	sciatica	1
782385	unfurnished	UNFRNXT	unfurnish	1
782386	jewel-like	JWLK	jewellik	1
782387	vouchsafing	FXSFNK	vouchsaf	1
782388	perspectively	PRSPKTFL	perspect	1
782389	fragile	FRJL	fragil	1
782390	drabs	TRBS	drab	1
782391	paunches	PNXS	paunch	1
782392	trims	TRMS	trim	1
782393	weightless	WFTLS	weightless	1
782394	castigate	KSTKT	castig	1
782395	coagulate	KKLT	coagul	1
782396	chamber-hanging	XMRHNJNK	chamberhang	1
782397	fearful-hanging	FRFLHNJNK	fearfulhang	1
782398	high-minded	HFMNTT	highmind	1
782399	thrice-fairer	0RSFRR	thricefair	1
782400	unviolated	UNFLTT	unviol	1
782401	sea-marge	SMRJ	seamarg	1
782402	encompasseth	ENKMPS0	encompasseth	1
782403	encouraged	ENKRJT	encourag	1
782404	kitchen'd	KTXNT	kitchend	1
782405	castiliano	KSTLN	castiliano	1
782406	ruddy	RT	ruddi	1
782407	rich-jewel'd	RXJWLT	richjeweld	1
782408	inter'gatory	INTRKTR	intergatori	1
782409	beget'st	BJTST	begetst	1
782410	hearths	HR0S	hearth	1
782411	unshrinking	UNXRNKNK	unshrink	1
782412	spenser	SPNSR	spenser	1
782413	wearer's	WRRS	wearer	1
782414	o'erraught	ORFT	oerraught	1
782415	oblations	OBLXNS	oblat	1
782416	remover	RMFR	remov	1
782417	givings-out	JFNKST	givingsout	1
782418	outgoes	OTKS	outgo	1
782419	damns	TMNS	damn	1
782420	flood-gate	FLTKT	floodgat	1
782421	conditionally	KNTXNL	condition	1
782422	strossers	STRSRS	strosser	1
782423	wearily	WRL	wearili	1
782424	right-valiant	RFTFLNT	rightvali	1
782425	horse-shoe	HRSX	horsesho	1
782426	personate	PRSNT	person	1
782427	parlor	PRLR	parlor	1
782428	pilchards	PLXRTS	pilchard	1
782429	dealers	TLRS	dealer	1
782430	tilt-yard	TLTYRT	tiltyard	1
782431	unarms	UNRMS	unarm	1
782432	oven's	OFNS	oven	1
782433	coelestibus	KLSTBS	coelestibu	1
782434	grumblest	KRMLST	grumblest	1
782435	high-coloured	HFKLRT	highcolour	1
782436	enlink'd	ENLNKT	enlinkd	1
782437	succour	SKKR	succour	1
782438	proposes	PRPSS	propos	1
782439	undream'd	UNTRMT	undreamd	1
782440	fresh-new	FRXN	freshnew	1
782441	purveyor	PRFYR	purveyor	1
782442	enlard	ENLRT	enlard	1
782443	whore-master	HRMSTR	whoremast	1
782444	rebound	RBNT	rebound	1
782445	archelaus	ARXLS	archelau	1
782446	over-ruled	OFRLT	overrul	1
782447	cunnings	KNNKS	cun	1
782448	obstructions	OBSTRKXNS	obstruct	1
782449	virginalling	FRJNLNK	virginal	1
782450	new-transformed	NTRNSFRMT	newtransform	1
782451	mandrake's	MNTRKS	mandrak	1
782452	sailmaker	SLMKR	sailmak	1
782453	mutiners	MTNRS	mutin	1
782454	johntis	JNTS	johnti	1
782455	cotsole	KTSL	cotsol	1
782456	stirr'st	STRST	stirrst	1
782457	neat-herd's	N0RTS	neatherd	1
782458	night-tripping	NFTRPNK	nighttrip	1
782459	twice-sod	TWSST	twicesod	1
782460	waterdrops	WTRTRPS	waterdrop	1
782461	pickt-hatch	PK0TX	pickthatch	1
782462	jail	JL	jail	1
782463	bakes	BKS	bake	1
782464	late-walking	LTWLKNK	latewalk	1
782465	enforcedly	ENFRSTL	enforcedli	1
782466	water-walled	WTRWLT	waterwal	1
782467	unmitigable	UNMTKBL	unmitig	1
782468	dislodged	TSLJT	dislodg	1
782469	entry	ENTR	entri	1
782470	flap	FLP	flap	1
782471	apollos	APLS	apollo	1
782472	fill-horse	FLHRS	fillhors	1
782473	swoop	SWP	swoop	1
782474	ranking	RNKNK	rank	1
782475	ginn	JN	ginn	1
782476	goddild	KTLT	goddild	1
782477	disobeys	TSBS	disobei	1
782478	disgorges	TSKRJS	disgorg	1
782479	globes	KLBS	globe	1
782480	hyrcania	RKN	hyrcania	1
782481	wainropes	WNRPS	wainrop	1
782482	indite	INTT	indit	1
782483	chaudron	XTRN	chaudron	1
782484	helter-skelter	HLTRSKLTR	helterskelt	1
782485	prefers	PRFRS	prefer	1
782486	cloud-capp'd	KLTKPT	cloudcappd	1
782487	penthesilea	PN0SL	penthesilea	1
782488	pennons	PNNS	pennon	1
782489	misleaders	MSLTRS	mislead	1
782490	unexecuted	UNKSKTT	unexecut	1
782491	raisins	RSNS	raisin	1
782492	overpass'd	OFRPST	overpassd	1
782493	enlighten	ENLFTN	enlighten	1
782494	unclew	UNKL	unclew	1
782495	vorld	FRLT	vorld	1
782496	puppy-dog	PPTK	puppydog	1
782497	half-supp'd	HLFSPT	halfsuppd	1
782498	heavy-gaited	HFKTT	heavygait	1
782499	unlimited	UNLMTT	unlimit	1
782500	multipotent	MLTPTNT	multipot	1
782501	wound'st	WNTST	woundst	1
782502	murtherous	MR0RS	murther	1
782503	well-armed	WLRMT	wellarm	1
782504	drayman	TRMN	drayman	1
782505	combated	KMTT	combat	1
782506	reportest	RPRTST	reportest	1
782507	befalls	BFLS	befal	1
782508	unquestionable	UNKSXNBL	unquestion	1
782509	consulship	KNSLXP	consulship	1
782510	prophet's	PRFTS	prophet	1
782511	gauge	KJ	gaug	1
782512	drinkings	TRNKNKS	drink	1
782513	remark'd	RMRKT	remarkd	1
782514	exacting	EKSKTNK	exact	1
782515	fleming	FLMNK	fleme	1
782516	sweetheart's	SW0RTS	sweetheart	1
782517	pill	PL	pill	1
782518	lakes	LKS	lake	1
782519	ging	JNK	ging	1
782520	glimmers	KLMRS	glimmer	1
782521	frown'st	FRNST	frownst	1
782522	twenty-six	TWNTSKS	twentysix	1
782523	wann'd	WNT	wannd	1
782524	tithe's	T0S	tith	1
782525	flaying	FLYNK	flai	1
782526	unfed	UNFT	unf	1
782527	polyxenes	PLKSNS	polyxen	1
782528	omnes	OMNS	omn	1
782529	mutable	MTBL	mutabl	1
782530	million'd	MLNT	milliond	1
782531	mock-water	MKWTR	mockwat	1
782532	out-stripping	OTSTRPNK	outstrip	1
782533	bidden	BTN	bidden	1
782534	chooser	XSR	chooser	1
782535	howsome'er	HSMR	howsom	1
782536	grande	KRNT	grand	1
782537	cerecloth	SRKL0	cerecloth	1
782538	huddling	HTLNK	huddl	1
782539	audis	ATS	audi	1
782540	wink'st	WNKST	winkst	1
782541	pardon's	PRTNS	pardon	1
782542	conquests	KNKSTS	conquest	1
782543	outvenoms	OTFNMS	outvenom	1
782544	o'erstep	ORSTP	oerstep	1
782545	citing	STNK	cite	1
782546	profession's	PRFSNS	profess	1
782547	trough	TRF	trough	1
782548	resorters	RSRTRS	resort	1
782549	aufidiuses	AFTSS	aufidius	1
782550	drachm	TRXM	drachm	1
782551	repliest	RPLST	repliest	1
782552	rejourn	RJRN	rejourn	1
782553	over-topping	OFRTPNK	overtop	1
782554	pliant	PLNT	pliant	1
782555	gorget	KRJT	gorget	1
782556	false-hearted	FLSHRTT	falseheart	1
782557	high-proud	HFPRT	highproud	1
782558	acutely	AKTL	acut	1
782559	skips	SKPS	skip	1
782560	extirped	EKSTRPT	extirp	1
782561	worsted-stocking	WRSTTSTKNK	worstedstock	1
782562	asshead	AST	asshead	1
782563	fleshes	FLXS	flesh	1
782564	ursa	URS	ursa	1
782565	neat-herds	N0RTS	neatherd	1
782566	deafing	TFNK	deaf	1
782567	sea-farer	SFRR	seafar	1
782568	specialty	SPXLT	specialti	1
782569	noyance	NYNS	noyanc	1
782570	backdoor	BKTR	backdoor	1
782571	closeness	KLSNS	close	1
782572	deflower	TFLWR	deflow	1
782573	thirsting	0RSTNK	thirst	1
782574	blood-suckers	BLTSKRS	bloodsuck	1
782575	ability's	ABLTS	abil	1
782576	high-sighted	HFSTT	highsight	1
782577	parley'd	PRLT	parleyd	1
782578	primest	PRMST	primest	1
782579	store-houses	STRHSS	storehous	1
782580	forewarn	FRWRN	forewarn	1
782581	hogsheads	HKXTS	hogshead	1
782582	encave	ENKF	encav	1
782583	y-cleped	KLPT	yclep	1
782584	makings	MKNKS	make	1
782585	tertio	TRX	tertio	1
782586	inferiors	INFRRS	inferior	1
782587	nervii	NRF	nervii	1
782588	grop'd	KRPT	gropd	1
782589	pity's	PTS	piti	1
782590	vive	FF	vive	1
782591	miscall'd	MSKLT	miscalld	1
782592	chape	XP	chape	1
782593	voiced	FST	voic	1
782594	process-server	PRSSRFR	processserv	1
782595	high-top	HFTP	hightop	1
782596	welshwomen	WLXWMN	welshwomen	1
782597	wrath-kindled	R0KNTLT	wrathkindl	1
782598	sallow	SL	sallow	1
782599	enchased	ENXST	enchas	1
782600	harshsounding	HRXSNTNK	harshsound	1
782601	jurors	JRRS	juror	1
782602	uneasiness	UNSNS	uneasi	1
782603	mother-queen	M0RKN	motherqueen	1
782604	light-wing'd	LFTWNKT	lightwingd	1
782605	unfamed	UNFMT	unfam	1
782606	disposer's	TSPSRS	dispos	1
782607	soars	SRS	soar	1
782608	deals	TLS	deal	1
782609	allons-nous	ALNSNS	allonsn	1
782610	sibyls	SBLS	sibyl	1
782611	hillo	HL	hillo	1
782612	day-light	TLFT	daylight	1
782613	gambold	KMLT	gambold	1
782614	minced	MNST	minc	1
782615	quods	KTS	quod	1
782616	undescried	UNTSKRT	undescri	1
782617	misguide	MSKT	misguid	1
782618	marrow-eating	MRWTNK	marrow	1
782619	pisa's	PSS	pisa	1
782620	sun-rise	SNRS	sunris	1
782621	gangrened	KNKRNT	gangren	1
782622	scurvy-valiant	SKRFFLNT	scurvyvali	1
782623	unharden'd	UNHRTNT	unhardend	1
782624	weet	WT	weet	1
782625	effused	EFST	effus	1
782626	bow-string	BSTRNK	bowstr	1
782627	rifle	RFL	rifl	1
782628	inure	INR	inur	1
782629	assassination	ASSNXN	assassin	1
782630	supplying	SPLYNK	suppli	1
782631	fiery-pointed	FRPNTT	fierypoint	1
782632	overtook	OFRTK	overtook	1
782633	verbatim	FRBTM	verbatim	1
782634	bemoil'd	BMLT	bemoild	1
782635	unbaked	UNBKT	unbak	1
782636	somme	SM	somm	1
782637	far-fet	FRFT	farfet	1
782638	withstood	W0STT	withstood	1
782639	jets	JTS	jet	1
782640	tender-hefted	TNTRHFTT	tenderheft	1
782641	corbo	KRB	corbo	1
782642	lustig	LSTK	lustig	1
782643	leaping	LPNK	leap	1
782644	bencher	BNXR	bencher	1
782645	walnut-shell	WLNTXL	walnutshel	1
782646	steeps	STPS	steep	1
782647	chivalrous	XFLRS	chivalr	1
782648	wordless	WRTLS	wordless	1
782649	powdering	PTRNK	powder	1
782650	thoroughfare	0RFFR	thoroughfar	1
782651	villainies	FLNS	villaini	1
782652	dove-drawn	TFTRN	dovedrawn	1
782653	fraughting	FRFTNK	fraught	1
782654	muster-book	MSTRBK	musterbook	1
782655	baskets	BSKTS	basket	1
782656	underbearing	UNTRBRNK	underbear	1
782657	historical-pastoral	HSTRKLPSTRL	historicalpastor	1
782658	dumbs	TMS	dumb	1
782659	quaes	KS	quae	1
782660	quarrelous	KRLS	quarrel	1
782661	ensear	ENSR	ensear	1
782662	starkly	STRKL	starkli	1
782663	strokedst	STRKTST	strokedst	1
782664	emperial	EMPRL	emperi	1
782665	clause	KLS	claus	1
782666	paternal	PTRNL	patern	1
782667	hildings	HLTNKS	hild	1
782668	septentrion	SPTNTRN	septentrion	1
782669	boor	BR	boor	1
782670	over-eying	OFRYNK	overei	1
782671	perspectives	PRSPKTFS	perspect	1
782672	topsail	TPSL	topsail	1
782673	comptrollers	KMPTRLRS	comptrol	1
782674	shoals	XLS	shoal	1
782675	soul-curer	SLKRR	soulcur	1
782676	turkeys	TRKS	turkei	1
782677	narines	NRNS	narin	1
782678	overhold	OFRHLT	overhold	1
782679	deep-green	TPKRN	deepgreen	1
782680	abrupt	ABRPT	abrupt	1
782681	darkens	TRKNS	darken	1
782682	self-place	SLFPLS	selfplac	1
782683	timorously	TMRSL	timor	1
782684	well-educated	WLTKTT	welleduc	1
782685	constantine	KNSTNTN	constantin	1
782686	engilds	ENJLTS	engild	1
782687	abbominable	ABMNBL	abbomin	1
782688	madam's	MTMS	madam	1
782689	hydra-headed	TRHTT	hydrahead	1
782690	phantasimes	FNTSMS	phantasim	1
782691	misgiving	MSJFNK	misgiv	1
782692	spaniels	SPNLS	spaniel	1
782693	questionable	KSXNBL	question	1
782694	undivided	UNTFTT	undivid	1
782695	evades	EFTS	evad	1
782696	fast-closed	FSTKLST	fastclos	1
782697	church-door	XRXTR	churchdoor	1
782698	unmade	UNMT	unmad	1
782699	faring	FRNK	fare	1
782700	protested	PRTSTT	protest	1
782701	preservers	PRSRFRS	preserv	1
782702	a-ripening	ARPNNK	aripen	1
782703	asher	AXR	asher	1
782704	unvarnish'd	UNFRNXT	unvarnishd	1
782705	defused	TFST	defus	1
782706	vesper's	FSPRS	vesper	1
782707	nicander	NKNTR	nicand	1
782708	putting-on	PTNKN	puttingon	1
782709	prester	PRSTR	prester	1
782710	olden	OLTN	olden	1
782711	pertaining	PRTNNK	pertain	1
782712	muscovy	MSKF	muscovi	1
782713	tremor	TRMR	tremor	1
782714	blood-bolter'd	BLTBLTRT	bloodbolterd	1
782715	junkets	JNKTS	junket	1
782716	antipathy	ANTP0	antipathi	1
782717	sun-burning	SNBRNNK	sunburn	1
782718	diluculo	TLKL	diluculo	1
782719	crowded	KRTT	crowd	1
782720	recomforture	RKMFRTR	recomfortur	1
782721	assumed	ASMT	assum	1
782722	qu'il	KL	quil	1
782723	preoccupied	PRKKPT	preoccupi	1
782724	pails	PLS	pail	1
782725	rusts	RSTS	rust	1
782726	malefactor	MLFKTR	malefactor	1
782727	slip-we	SLPW	slipw	1
782728	broking	BRKNK	broke	1
782729	obeyed	OBYT	obei	1
782730	lanced	LNST	lanc	1
782731	veni	FN	veni	1
782732	extortion	EKSTRXN	extort	1
782733	giber	JBR	giber	1
782734	false-speaking	FLSSPKNK	falsespeak	1
782735	intercessors	INTRSSRS	intercessor	1
782736	cox	KKS	cox	1
782737	conjuro	KNJR	conjuro	1
782738	magni	MKN	magni	1
782739	tertian	TRXN	tertian	1
782740	creator's	KRTRS	creator	1
782741	antenorides	ANTNRTS	antenorid	1
782742	pretext	PRTKST	pretext	1
782743	mettest	MTST	mettest	1
782744	inquiring	INKRNK	inquir	1
782745	unfledg'd	UNFLTKT	unfledgd	1
782746	wish't	WXT	wisht	1
782747	lurch'd	LRXT	lurchd	1
782748	fleshment	FLXMNT	fleshment	1
782749	unshown	UNXN	unshown	1
782750	queas	KS	quea	1
782751	razor's	RSRS	razor	1
782752	filius	FLS	filiu	1
782753	redder	RTR	redder	1
782754	proserpine's	PRSRPNS	proserpin	1
782755	doer's	TRS	doer	1
782756	belongings	BLNJNKS	belong	1
782757	eaux	EKS	eaux	1
782758	exclamations	EKSKLMXNS	exclam	1
782759	polacks	PLKS	polack	1
782760	franchises	FRNXSS	franchis	1
782761	self-trust	SLFTRST	selftrust	1
782762	safe-conducting	SFKNTKTNK	safeconduct	1
782763	book'd	BKT	bookd	1
782764	pander's	PNTRS	pander	1
782765	canstick	KNSTK	canstick	1
782766	insubstantial	INSBSTNXL	insubstanti	1
782767	sleave-silk	SLFSLK	sleavesilk	1
782768	attend'st	ATNTST	attendst	1
782769	chambermaid	XMRMT	chambermaid	1
782770	tarr'd	TRT	tarrd	1
782771	dorset's	TRSTS	dorset	1
782772	fritters	FRTRS	fritter	1
782773	cozener	KSNR	cozen	1
782774	furnishings	FRNXNKS	furnish	1
782775	stile-a	STL	stilea	1
782776	scopes	SKPS	scope	1
782777	vicentio	FSNX	vicentio	1
782778	warr'nt	WRNT	warrnt	1
782779	unwearied	UNWRT	unweari	1
782780	spitted	SPTT	spit	1
782781	invoke	INFK	invok	1
782782	bleated	BLTT	bleat	1
782783	tacked	TKT	tack	1
782784	meshes	MXS	mesh	1
782785	threatest	0RTST	threatest	1
782786	glowworm	KLRM	glowworm	1
782787	o'er-runs	ORNS	oerrun	1
782788	princox	PRNKKS	princox	1
782789	chrysolite	KRSLT	chrysolit	1
782790	life-harming	LFHRMNK	lifeharm	1
782791	pompae	PMP	pompa	1
782792	mad-bred	MTBRT	madbr	1
782793	prater	PRTR	prater	1
782794	untented	UNTNTT	untent	1
782795	humour'd	HMRT	humourd	1
782796	impasted	IMPSTT	impast	1
782797	calveskins	KLFSKNS	calveskin	1
782798	galliasses	KLSS	galliass	1
782799	ottoman	OTMN	ottoman	1
782800	late-embarked	LTMRKT	lateembark	1
782801	gentle-kind	JNTLKNT	gentlekind	1
782802	salamander	SLMNTR	salamand	1
782803	bertramlafeu	BRTRMLF	bertramlafeu	1
782804	feith	F0	feith	1
782805	sea-cap	SKP	seacap	1
782806	ignis	IKNS	igni	1
782807	charnel-houses	XRNLHSS	charnelhous	1
782808	tainture	TNTR	taintur	1
782809	finally	FNL	final	1
782810	humbling	HMLNK	humbl	1
782811	cordis	KRTS	cordi	1
782812	lecher's	LXRS	lecher	1
782813	lingare	LNKR	lingar	1
782814	finless	FNLS	finless	1
782815	diapason	TPSN	diapason	1
782816	encloseth	ENKLS0	encloseth	1
782817	heatest	HTST	heatest	1
782818	stealthy	STL0	stealthi	1
782819	dear-beloved	TRBLFT	dearbelov	1
782820	witting	WTNK	wit	1
782821	adulteries	ATLTRS	adulteri	1
782822	soils	SLS	soil	1
782823	priz'd	PRST	prizd	1
782824	sneak's	SNKS	sneak	1
782825	unbreech'd	UNBRXT	unbreechd	1
782826	craven's	KRFNS	craven	1
782827	churchmen's	XRXMNS	churchmen	1
782828	appall'd	APLT	appalld	1
782829	gentle-folks	JNTLFLKS	gentlefolk	1
782830	clinking	KLNKNK	clink	1
782831	yorick's	YRKS	yorick	1
782832	owy	O	owi	1
782833	impudency	IMPTNS	impud	1
782834	froissart	FRSRT	froissart	1
782835	shirley	XRL	shirlei	1
782836	landless	LNTLS	landless	1
782837	clamour'd	KLMRT	clamourd	1
782838	wav'ring	WFRNK	wavr	1
782839	unpeg	UNPK	unpeg	1
782840	blenches	BLNXS	blench	1
782841	springeth	SPRNJ0	springeth	1
782842	snowballs	SNBLS	snowbal	1
782843	tantaene	TNTN	tantaen	1
782844	make's	MKS	make	1
782845	respites	RSPTS	respit	1
782846	promis	PRMS	promi	1
782847	all-building	ALBLTNK	allbuild	1
782848	pinioned	PNNT	pinion	1
782849	wind-pipe	WNTPP	windpip	1
782850	statist	STTST	statist	1
782851	slipt	SLPT	slipt	1
782852	properest	PRPRST	properest	1
782853	testiness	TSTNS	testi	1
782854	peascod-time	PSKTTM	peascodtim	1
782855	bussing	BSNK	buss	1
782856	exultation	EKSLTXN	exult	1
782857	occurrents	OKKRNTS	occurr	1
782858	shipwrecking	XPRKNK	shipwreck	1
782859	domineer	TMNR	domin	1
782860	comrades	KMRTS	comrad	1
782861	jay's	JS	jai	1
782862	storm-beaten	STRMTN	stormbeaten	1
782863	untidy	UNTT	untidi	1
782864	prodigals	PRTKLS	prodig	1
782865	unappeased	UNPST	unappeas	1
782866	flap-mouth'd	FLPM0T	flapmouthd	1
782867	foist	FST	foist	1
782868	drawest	TRWST	drawest	1
782869	thitherward	00RWRT	thitherward	1
782870	kerely	KRL	kere	1
782871	shrug'st	XRKST	shrugst	1
782872	sweet-smelling	SWTSMLNK	sweetsmel	1
782873	unbid	UNBT	unbid	1
782874	not-to-be-endured	NTBNTRT	nottobeendur	1
782875	batler	BTLR	batler	1
782876	appeall'd	APLT	appealld	1
782877	supposed-evils	SPSTFLS	supposedevil	1
782878	tranc'd	TRNKT	trancd	1
782879	soldat	SLTT	soldat	1
782880	shill	XL	shill	1
782881	pauser	PSR	pauser	1
782882	broil'd	BRLT	broild	1
782883	sepulchred	SPLKRT	sepulchr	1
782884	dislocate	TSLKT	disloc	1
782885	reproves	RPRFS	reprov	1
782886	bodkin's	BTKNS	bodkin	1
782887	stricter	STRKTR	stricter	1
782888	treasuries	TRSRS	treasuri	1
782889	harford-west	HRFRTWST	harfordwest	1
782890	marvell'd	MRFLT	marvelld	1
782891	botchy	BTX	botchi	1
782892	disheartens	TXRTNS	dishearten	1
782893	leash'd	LXT	leashd	1
782894	thirsts	0RSTS	thirst	1
782895	confection	KNFKXN	confect	1
782896	adorest	ATRST	adorest	1
782897	maculation	MKLXN	macul	1
782898	unhidden	UNHTN	unhidden	1
782899	compasses	KMPSS	compass	1
782900	reguerdon'd	RKRTNT	reguerdond	1
782901	kingdom'd	KNKTMT	kingdomd	1
782902	benefice	BNFS	benefic	1
782903	plantest	PLNTST	plantest	1
782904	hell-broth	HLBR0	hellbroth	1
782905	o'ershower'd	ORXWRT	oershowerd	1
782906	bunting	BNTNK	bunt	1
782907	fullest	FLST	fullest	1
782908	daedalus	TTLS	daedalu	1
782909	vanisheth	FNX0	vanisheth	1
782910	chamber's	XMRS	chamber	1
782911	brine-pits	BRNPTS	brinepit	1
782912	aimest	AMST	aimest	1
782913	weak-built	WKBLT	weakbuilt	1
782914	saidst	STST	saidst	1
782915	reciprocal	RSPRKL	reciproc	1
782916	ean	EN	ean	1
782917	gondolier	KNTLR	gondoli	1
782918	crowner's	KRNRS	crowner	1
782919	cholers	XLRS	choler	1
782920	designments	TSKNMNTS	design	1
782921	twopences	TWPNSS	twopenc	1
782922	whey-face	HFS	wheyfac	1
782923	unburden	UNBRTN	unburden	1
782924	lover'd	LFRT	loverd	1
782925	enrank	ENRNK	enrank	1
782926	oscorbidulchos	OSKRBTLXS	oscorbidulcho	1
782927	niobe	NB	niob	1
782928	pacify	PSF	pacifi	1
782929	railest	RLST	railest	1
782930	cham's	XMS	cham	1
782931	commencing	KMNSNK	commenc	1
782932	wide-enlarg'd	WTNLRKT	wideenlargd	1
782933	thatched	0TXT	thatch	1
782934	bemonster	BMNSTR	bemonst	1
782935	smilets	SMLTS	smilet	1
782936	squabble	SKBL	squabbl	1
782937	oppugnancy	OPKNNS	oppugn	1
782938	riding-robes	RTNKRBS	ridingrob	1
782939	imagery	IMJR	imageri	1
782940	bean-fed	BNFT	beanf	1
782941	memphis	MMFS	memphi	1
782942	coil's	KLS	coil	1
782943	best-esteem'd	BSTSTMT	bestesteemd	1
782944	fells	FLS	fell	1
782945	treble-dated	TRBLTTT	trebled	1
782946	bedecking	BTKNK	bedeck	1
782947	title-leaf	TTLLF	titleleaf	1
782948	catechising	KTXSNK	catech	1
782949	clepes	KLPS	clepe	1
782950	balked	BLKT	balk	1
782951	unthought-of	UN0TF	unthoughtof	1
782952	edition	ETXN	edition	1
782953	proviso	PRFS	proviso	1
782954	cadwallader	KTWLTR	cadwallad	1
782955	displacest	TSPLSST	displacest	1
782956	traces	TRSS	trace	1
782957	packthread	PK0RT	packthread	1
782958	picklock	PKLK	picklock	1
782959	execrable	EKSKRBL	execr	1
782960	miss't	MST	misst	1
782961	greasily	KRSL	greasili	1
782962	contends	KNTNTS	contend	1
782963	mellifluous	MLFLS	melliflu	1
782964	receiveth	RSF0	receiveth	1
782965	sots	STS	sot	1
782966	umber	UMR	umber	1
782967	subtle-shining	SBTLXNNK	subtleshin	1
782968	colmekill	KLMKL	colmekil	1
782969	avoids	AFTS	avoid	1
782970	smit	SMT	smit	1
782971	mede	MT	mede	1
782972	waxing	WKSNK	wax	1
782973	pleached	PLXT	pleach	1
782974	droppeth	TRP0	droppeth	1
782975	anges	ANJS	ang	1
782976	befitted	BFTT	befit	1
782977	weapon's	WPNS	weapon	1
782978	sheffield	XFLT	sheffield	1
782979	good-will	KTWL	goodwil	1
782980	rattles	RTLS	rattl	1
782981	holloa'd	HLT	holload	1
782982	planched	PLNXT	planch	1
782983	constancies	KNSTNSS	constanc	1
782984	constrain	KNSTRN	constrain	1
782985	savage-wild	SFJWLT	savagewild	1
782986	alligant	ALKNT	allig	1
782987	oblation	OBLXN	oblat	1
782988	pre-employ'd	PRMPLT	preemployd	1
782989	delver	TLFR	delver	1
782990	peaces	PSS	peac	1
782991	cynthia's	SN0S	cynthia	1
782992	toddle	TTL	toddl	1
782993	loof'd	LFT	loofd	1
